101,101,101,101,101,101,101,101,101,101,0,101,101,101,101,101,101,101,101,101,101,
0,0,0,0,0,0,0,0,0,0,e4,0,0,0,0,0,0,0,0,0,0,
38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,e4,e4,e4,0,0,0,0,0,0,0,0,0,
101,101,101,101,101,101,101,101,101,0,0,0,101,101,101,101,101,101,101,101,101,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,e4,e4,e4,0,0,0,0,0,0,0,0,0,
101,101,101,101,101,101,101,101,101,0,0,0,101,101,101,101,101,101,101,101,101
38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,
22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
